OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,,,CONTRACT_AMOUNT,CONTRACT_CURRENCY
ocds-0ud2q6-00013001-748-10,"TRANSFORMADOR MONOFýSICO DE 45 KVA, TIPO SECO, TENSIýN PRIMARIA DE 440 VCA, TENSIýN SECUNDARIA DE 115 VCA, 60HZ EN GABINETE DE PROTECCIýN IP-64",direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,69796,MXN
ocds-0ud2q6-00013001-320-10,LOTE DE PARTE S ELECTRICAS PARA AUTOMATIZACIýN DE TABLEROS SECUNDARIOS PARA UN BUQUE,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1989956.8,MXN
ocds-0ud2q6-00013001-158-10,SUMINISTRO DE TRANSFORMADOR TRIFASICO DE 45 KVA`S,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,188803,MXN
ocds-0ud2q6-00013001-204-09,LOTE DE CABLEADO Y MATERIAL ELECTRICO PARA ATENCIONES DE LOS BUQUES DE VIGILANCIA OCEANICA CASCO 86 ARM. REVOLUCION PO-164,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,434548.99,MXN
ocds-0ud2q6-00013001-429-11,1 LOTE DE SUMINISTRO DE CABLE CONSISTE EN 68 TIPOS DE CABLE ELECTRICAL CABLE MIL-C24643 DIFERENTES Y TIPOS Y EN DIFERENTES CANTIDADES DE METROS,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,807192.44,MXN
ocds-0ud2q6-00013001-269-11,SISTEMA DE PROTECCION CATODICA POR CORRIENTES IMPRESAS CAPAC MARCA SIEMENS,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,64274.41,MXN
ocds-0ud2q6-00013001-180-11,CABLE ELECTICO MIL-24643 TIPO LSTHOF-500 MARCA GENERAL CABLE(O EQUIVALENTE),direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,112158,MXN
ocds-0ud2q6-AA-013000999-N24-2012,"REQ, 5757 MAQUINARIA Y EQUIPO INDUSTRIAL",direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,664691,USD
ocds-0ud2q6-AA-013000999-N109-2012,REQ. 4918 MAQUINARIA Y EQUIPO INDUSTRIAL,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2471640,MXN
ocds-0ud2q6-AA-013000999-N140-2012,REQ. 4977 MAQUINARIA Y EQUIPO INDUSTRIAL,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,22307.36,MXN
ocds-0ud2q6-SA-013000999-T239-2011,REQ. 4003C UN SISTEMA DE GENERACION ELECTRICA CON PMA 71,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2339185.68,USD
ocds-0ud2q6-AA-013000999-N1676-2012,REQ. 4894 ARTICULOS METALICOS PARA LA CONTRUCCION,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,328386.26,MXN
ocds-0ud2q6-AA-013000999-N1677-2012,REQ. 4895 ARTICULOS METALICOS PARA LA CONSTRUCCION Y REPARACION,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,239782.74,MXN
ocds-0ud2q6-AA-013000999-N1414-2012,REQ. 4489 Maquinaria y equipo industrial,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,94943.88,MXN
ocds-0ud2q6-AA-013000999-N1429-2012,REQ. 4490 Artículos metálicos para la construcción,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,101616,USD
ocds-0ud2q6-AA-013000999-N910-2012,REQ. 3125 MATERIALELECTRICO Y ELECTRONICO,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,7029,USD
ocds-0ud2q6-AA-013000999-N657-2012,REQ. 2464 Maquinaria y equipo industrial,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,155456,USD
ocds-0ud2q6-AA-013000999-N615-2012,REQ. 1405 MAQUINARIA Y EQUIPO ELECTRICO Y ELECTRONICO,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,4058409.64,MXN
ocds-0ud2q6-AA-013000999-N408-2012,REQ. 0504 MAQUINARIA Y EQUIPO INDUSTRIAL,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,514717.52,USD
ocds-0ud2q6-AA-013000999-N196-2012,REQ. 0115 TRANSFORMADORES MONOFASICO Y TRIFASICO,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,602888,MXN
ocds-0ud2q6-AA-013000999-N364-2013,REQ. 0474 Material eléctrico y electrónico,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,91589,MXN
ocds-0ud2q6-AA-013000999-N355-2013,REQ. 1419 MAQUINARIA Y EQUIPO INDUSTRIAL,direct,SECRETARÍA DE MARINA,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,401170,USD
ocds-0ud2q6-00013001-193-09,Refacciones para la industria electrónica y de comunicación,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,811578.71,MXN
ocds-0ud2q6-00013001-183-09,Refacciones para la industria del transporte marítimo,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,305194.07,MXN
ocds-0ud2q6-00013001-182-09,Refacciones para la industria del transporte marítimo,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,68683,MXN
ocds-0ud2q6-00013001-435-09,Maquinaria y equipo (servicio de mantenimiento y reparación),direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,16773.21,MXN
ocds-0ud2q6-00013001-510-09,Maquinaria y equipo (servicio de mantenimiento y reparación),direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,138002.99,MXN
ocds-0ud2q6-00013001-220-10,SISTEMA DE MONITOREO Y CONTROL DE ALARMAS IMAC PARA ATENCIONES DEL ASTILLERO DE MARINA,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,700000,MXN
ocds-0ud2q6-00013001-100-10,"MANTENIMIENTO CORRECTICO AL EQUIPO DE FLUROCOPIA SIEMENS, MODELO ARCADIS VARIC CONSISTENTE EN REEMPLAZO E INSTALACIýN DE 1 CAMARA, 1INTENSIFICADOR DE IMAGEN Y MINIFUENTE DE PODER",direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,413035.71,MXN
ocds-0ud2q6-00013001-577-10,MANTENIMIENTO CORRECTIVO PARA EL EQUIPO DE RESONANCIA MAGNETICA MODELO MAGNETOM AVANTO,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,596145.94,MXN
ocds-0ud2q6-00013001-180-09,SERVICIO DE MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO A 69 EQUIPOS ELECTROMEDICOS DE LA MARCA SIEMENS,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,23534633.34,MXN
ocds-0ud2q6-00013001-783-11,"AUTOMATIZACION DE LOS SISTEMAS ELECTRO-HIDRAULICO DE APERTURA Y CIERRE DE LA COMPUERTA DE PROA Y DE ARRIADO E IZAJE DE LA RAMPA DEL CASCO 42 ""BUQUE DE APROVISIONAMIENTO LOGISTICO"". CON CONTROL LOCAL",direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,335384,MXN
ocds-0ud2q6-00013001-651-11,2 MANTENIMIENTOS PREVENTIVOS AL AÑO PARA EL SISTEMA DE INFORMACION PACS RIS Y TODOS LOS CORRECTIVOS NECESARIOS CON REFACCIONES CON HORARIO DE ATENCION DE LUNES A VIERNES DE 8:30 A 14:00 HRS. SABADOS Y,direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,4691152.68,MXN
ocds-0ud2q6-00013001-656-11,"PRESTACION DE DOS SERVICIOS DE MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO A 45 EQUIPOS DE LA MARCA SIEMENS UBICADOS EN LOS SIGUIENTES ESTABLECIMIENTOS MEDICOS NAVALES: ACAPULCO,CHETUMAL,LAZARO CARDE, ETC",direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,14279370.1,MXN
ocds-0ud2q6-00013001-177-11,"MANTENIMIENTOS PREV. Y CORRECT. PARA EQUIPOS SIEMENS:1MULTIX MP,1AXIOM,3MOBILETT XP HYBRID N/S(2390,2389,2391),1 ARCAIDS,1AXIOM ARTIS,1MAMMOMAT NOVATION, 1SOMATOM1SYMBIA,1MAGNETON, Y 6 EQUIPOS MAS.",direct,SECRETARÍA DE MARINA,"SIEMENS, S.A. DE C.V.",,,8048056.75,MXN
ocds-0ud2q6-00013001-201-09,Refacciones para la industria del transporte marítimo,direct,SECRETARÍA DE MARINA,"EXCELENCIA EN BOMBAS Y SISTEMAS, S.A. DE C.V.",,,7108,MXN
ocds-0ud2q6-00013001-115-09,MAQUINARIA Y EQUIPO INDUSTRIAL DIVERSO,direct,SECRETARÍA DE MARINA,"EXCELENCIA EN BOMBAS Y SISTEMAS, S.A. DE C.V.",,,170654,MXN
ocds-0ud2q6-SA-007000997-N1031-2014,JUEGO DE REFACCIONES ELECTRICAS PARA PROPORCIONAR MANTENIMIENTO A MAQUINARIA CNC,direct,Secretaría de la Defensa Nacional,"Siemens Energy, Inc.",,,337704,MXN
ocds-0ud2q6-SA-007000997-N102-2012,"PATENTES, REGALÍAS Y OTROS FA18-R00028/2012",direct,Secretaría de la Defensa Nacional,SIEMENS INDUSTRY SOFTWARE SA DE CV,,,282950.1,MXN
ocds-0ud2q6-55018001-003-08,"MODERNIZACION DEL BOULEVARD COLOSIO EN EL TRAMO DEL BLVD. SOLIDARIDAD AL BLVD. QUINTERO ARCE, UBICADA EN HERMOSILLO, MUNICIPIO DE HERMOSILLO, SONORA",open,SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO DEL ESTADO DE SONORA,"BUFETE DE INGENIERÍA DE SONORA, S.A. DE C.V.",,,42331008.96,MXN
ocds-0ud2q6-55018001-010-08,"CONSTRUCCION DEL CENTRO ESTATAL DE HOCKEY EN HERMOSILLO, SONORA",open,SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO DEL ESTADO DE SONORA,"BUFETE DE INGENIERÍA DE SONORA, S.A. DE C.V.",,,20695359.27,MXN
ocds-0ud2q6-55018001-003-10,"MODERNIZACION DE LA AVENIDA IGNACIO PESQUEIRA, ENTRE BOULEVARD LAS PILAS Y PUENTE RIO MAYO, EN LA LOCALIDAD DE NAVOJOA, MUNICIPIO DE NAVOJOA, SONORA",open,SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO DEL ESTADO DE SONORA,"BUFETE DE INGENIERÍA DE SONORA, S.A. DE C.V.",,,46990271.61,MXN
ocds-0ud2q6-55018001-002-09,"AMPLIACION Y CONSTRUCCION DEL BOULEVARD QUIROGA EN EL TRAMO DEL BOULEVARD GARCIA MORALES AL BOULEVARD MUSARO (SUBTRAMO BLVD. PASEO RIO SONORA - CAMINO DEL SERI), EN HERMOSILLO, SONORA",open,SECRETARÍA DE INFRAESTRUCTURA Y DESARROLLO URBANO DEL ESTADO DE SONORA,"TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V.",,,56389284.99,MXN
ocds-0ud2q6-51005002-004-11,"Proyecto Ejecutivo de Av. Constituyentes Oriente, Santiago de Querétaro, Qro.",open,SECRETARÍA DE DESARROLLO URBANO Y OBRAS PÚBLICAS DEL ESTADO DE QUERÉTARO,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,3988805.13,MXN
ocds-0ud2q6-51005002-010-10,"Plan Maestro de Movilidad Integral de la Zona Metropolitana de Querýtaro Etapa 3, Alcance Estatal, Qro.",open,SECRETARÍA DE DESARROLLO URBANO Y OBRAS PÚBLICAS DEL ESTADO DE QUERÉTARO,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,6866172.53,MXN
ocds-0ud2q6-41063001-025-09,"Pavimentación con conc. hid. Premezclado en la Av. ""Lázaro Cárdenas"".",open,SECRETARÍA DE DESARROLLO URBANO Y OBRAS PÚBLICAS DEL ESTADO DE GUERRERO,"CONSTRUCCIONES Y REMODELACIONES DE TIERRA CALIENTE, S.A. DE C.V.",,,13044272.1,MXN
ocds-0ud2q6-00009002-003-08,Estudio para la Elaboraciýn de un Plan Estratýgico de Mejoramiento de Seýalizaciýn y Dispositivos de Seguridad en Carreteras,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,4470270.26,MXN
ocds-0ud2q6-00009004-007-09,Metodología para la conformación de u sistema de gestión de tráfico en corredores binacionales de transporte México-Estados Unidos.,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,869210.31,MXN
ocds-0ud2q6-LO-009000062-N42-2012,Estudio de demanda y costo-beneficio del Libramiento de Cuernavaca,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,1424716.31,MXN
ocds-0ud2q6-LO-009000988-N20-2012,DGTFM-22-12,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,19851244.2,MXN
ocds-0ud2q6-IO-009000988-N15-2012,DGTFM-19-12,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,5949574.69,MXN
ocds-0ud2q6-LO-009000062-N21-2012,¿Actualización del sistema de indicadores para seguimiento de las obras en procesos de construcción de autopistas de cuota.¿,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,1999913.03,MXN
ocds-0ud2q6-IO-009000062-N94-2013,Estudio de demanda y de factibilidad autopista San Cristobal-Palenque y Anillo Vial Metropolitano de la Ciudad de Merida,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,3878344,MXN
ocds-0ud2q6-IO-009000988-N8-2013,DGTFM-08-13,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,12672408.42,MXN
ocds-0ud2q6-IO-009000062-N17-2013,MANTENIMIENTO DEL SISTEMA DE INDICADORES PARA EL SEGUIMIENTO DE OBRAS EN PROCESO DE CONSTRUCCION CONSERVACION DE AUTOPISTAS DE CUOTA,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,2577598.79,MXN
ocds-0ud2q6-IO-009000062-N21-2013,CIERRE FINANCIERO DE LA CONCESION LIBRAMIENTO DE IRAPUATO,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,2210778.22,MXN
ocds-0ud2q6-IO-009000062-N175-2014,Dictamen del estudio de demanda y factibilidad económica de La Raza-Indios Verdes-Santa Clara,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,1059995.29,MXN
ocds-0ud2q6-IO-009000062-N137-2014,SISTEMA DE INDICADORES PARA CONSERVACION Y CONSTRUCCION SIGI N137-2014 PEF,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,4523424.64,MXN
ocds-0ud2q6-IO-009000988-N62-2014,"SUPERVISIÓN Y CONTROL DE OBRAS PARA LA CONSTRUCCIÓN DEL VIADUCTO 2 ENTRE PLAZA DE LA BANDERA Y 6 ESTACIONES ELEVADAS, LÍNEA 3 TREN LIGERO GDL.",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,100996198.8,MXN
ocds-0ud2q6-IO-009000062-N62-2014,"Estudio de demanda y factibilida economica de los proyectos: Construir 6 distribuidores viales en el estado de Tabasco, Libramiento Surponiente de la Paz y Autopista Tepic-Compostela.",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,6199998.58,MXN
ocds-0ud2q6-LO-009000988-N1-2014,DGTFM-04-14,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,10399898.26,MXN
ocds-0ud2q6-LO-009000062-N27-2015,SUPERVISION PPS NUEVO NECAXA,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,13429102.83,MXN
ocds-0ud2q6-LO-009000062-N3-2015,SUPERVISIÓN COMPOSTELA LAS VARAS N3-2015 FONADÍN,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,8191944.21,MXN
ocds-0ud2q6-IO-009000062-E61-2016,GESTION Y MANTENIMIENTO DE AUTOPISTAS DE CUOTA E61-2016 PEF,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,4309999.27,MXN
ocds-0ud2q6-LO-009000062-E42-2016,Actualización estudio Libram Ote Acapulco y Entr Chichihualco,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,2020218.83,MXN
ocds-0ud2q6-IO-009000062-E62-2017,ACTUALIZACIÓN LIBRAMIENTO DE CIUDAD JUÁREZ,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,2233948.5,MXN
ocds-0ud2q6-LO-009000988-E6-2019,Actualización de los estudios de Pre-inversion Extensión de la Línea A del STC,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,17942449.69,MXN
ocds-0ud2q6-IO-009000062-N52-2014,"Seguimiento y supervisión de las condiciones del título de concesión y contrato de prestación de servicios (PPS), de la carretera Nuevo Necaxa - Tihuatlán, durante la etapa de construcción e inicio de operación",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,6891908.97,MXN
ocds-0ud2q6-00009052-016-10,"Construcciýn del Puente ""Tereberachi"", ubicado en el km 13+460 de la Carretera: Bacadehuachi-Nacori Chico, en el estado de Sonora.",open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSTRUCTORA TRAX, S.A. DE C.V.",,,17517207.89,MXN
ocds-0ud2q6-IO-009000951-N6-2012,"Construcción de Carpeta Asfaltica, del km 73.0 al 78.0 Tramo Hillo-Moctezuma",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSTRUCTORA TRAX, S.A. DE C.V.",,,6654322.55,MXN
ocds-0ud2q6-IO-009000980-E81-2016,JUAN MATA ORTIZ MESA EL HURACAN,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,689646.39,MXN
ocds-0ud2q6-IO-009000981-N34-2011,Analisis Costo Beneficio en varias obras Caminos Rurales B.C.,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,1724135.91,MXN
ocds-0ud2q6-IO-009000938-N26-2012,2-4-CF-A-694-W-0-2,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,2399087.38,MXN
ocds-0ud2q6-IO-009000999-N70-2012,2012-P-CR-A-222-Y-0-12,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,1079337.6,MXN
ocds-0ud2q6-IO-009000997-N19-2012,RECONSTRUCCIÓN DEL CAMINO TLANALAPA-TEPEAPULCO 2,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,4267232.67,MXN
ocds-0ud2q6-IO-009000947-N126-2013,Analisis costo-beneficio,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,827222.22,MXN
ocds-0ud2q6-IO-009000999-N155-2013,2013-U-CR-A-218-Y-0-13,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,2762138.57,MXN
ocds-0ud2q6-SO-009000980-N177-2014,ESTUDIO VALERIO-SAN JOSÉ DEL SITIO-VALLE DE ROSARIO,direct,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,116379.31,MXN
ocds-0ud2q6-IO-009000970-N44-2014,2014-07-CF-A-653-Y-00-2014,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,1225122.84,MXN
ocds-0ud2q6-IO-009000980-N61-2015,N61 ELABORACION DE ESTUDIO Y PROYECTO JUAN MATA ORTIZ- MESA DEL HURACAN,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,299984.99,MXN
ocds-0ud2q6-IO-009000980-N61-2015,2015-08-CF-A-067-Y-00-2015,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,299984.99,MXN
ocds-0ud2q6-IO-009000947-N32-2015,Elaboración de los análisis costo beneficio y tramite de registros ante la SHCP,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,1077855.75,MXN
ocds-0ud2q6-IO-009000047-E30-2016,ELABORACION DE ANALISIS COSTO BENEFICIO DE LOS CAMINOS ARMERÍA-EL PARAISO,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,534481.43,MXN
ocds-0ud2q6-IO-009000980-E120-2017,"ELABORACIÓN DE MANIFESTACIÓN DE IMPACTO AMBIENTAL MODALIDAD PARTICULAR PARA LOS PUENTES RIO SAN LORENZO I Y II, EN EL MUNICIPIO DE BUENAVENTURA; ELABORACIÓN DE LA MANIFESTACIÓN DE IMPACTO AMBIENTAL MODALIDAD REGIONAL PARA EL CAMINO AGUA CALIENTE - BACHINIV",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,2750000.6,MXN
ocds-0ud2q6-IA-009000959-E453-2017,Apoyo técnico a los proyectos APP'S,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,615076.92,MXN
ocds-0ud2q6-LO-009000963-E127-2017,2017-15-CF-A-142-Y-00-2017,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,1551721.8,MXN
ocds-0ud2q6-IO-009000047-E19-2017,"Elaboración ACB caminos ""E.C. (Manzanillo-Cihuatlán)- Centinela",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,474110.72,MXN
ocds-0ud2q6-IO-009000980-E82-2017,"ELABORACIÓN DEL ANÁLISIS COSTO BENEFICIO DEL CAMINO GUADALUPE Y CALVO – BABORIGAME DEL KM. 0+000 AL KM. 70+000 CON UNA META DE 70 KM., EN EL ESTADO DE CHIHUAHUA.",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,215355.18,MXN
ocds-0ud2q6-IO-009000980-E107-2018,"“ELABORACIÓN DE ANÁLISIS COSTO BENEFICIO PARA EL PUENTE BARRIO ZARAGOZA EN EL MUNICIPIO DE BELISARIO DOMÍNGUEZ, ELABORACIÓN DE ANÁLISIS COSTO BENEFICIO PARA EL PUENTE LA CONCEPCIÓN DEL MUNICIPIO DE GRAN MORELOS, ANÁLISIS COSTO BENEFICIO PARA EL CAMINO LA J",limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,280171.52,MXN
ocds-0ud2q6-IO-009000018-E42-2018,Análisis Costo - Beneficio de los Caminos Rurales,limited,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"CONSULTORIA E INGENIERIA ESPECIALIZADA EN CAMINOS CIESCA, S.A. DE C.V.",,,860394.32,MXN
ocds-0ud2q6-1-Z-CF-A-503-W-0-1,CONSTRUCCIÓN DEL RAMAL VILLA JUÁREZ EN ENTRONQUE A NIVEL UBICADO EN EL KM. 42 520 DE LA VIALIDAD YAQUI - MAYO EN EL ESTADO DE SONORA.,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"DEPROYCO S.A. DE C.V.;TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V. ",,,13153240.69,MXN
ocds-0ud2q6-1-Z-CF-A-504-W-0-1,CONSTRUCCIÓN DE LOS PUENTES UBICADOS EN KM. 61 082 KM. 63 040 Y KM. 68 160 DE LA VIALIDAD YAQUI - MAYO EN EL ESTADO DE SONORA.,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"DEPROYCO S.A. DE C.V.;TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V. ",,,12809833.37,MXN
ocds-0ud2q6-LO-009000975-N183-2011,2-S-CE-A-074-W-0-2,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"DESARROLLO Y CONSTRUCCIONES URBANAS, S.A. DE C.V.",,,46695256.59,MXN
ocds-0ud2q6-LO-009000975-N97-2013,3-S-CE-A-232-W-0-2,open,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,"DESARROLLO Y CONSTRUCCIONES URBANAS, S.A. DE C.V.",,,50434735.55,MXN
